City,Country,Edition,Sport,Discipline,Athlete,NOC,Country,Gender,Event,Event_gender,Medal
Sydney,Australia,2000,Handball,Handball,"LOFGREN, Stefan",SWE,Sweden,Men,handball,Men,Silver
Sydney,Australia,2000,Handball,Handball,"OLSSON, Staffan",SWE,Sweden,Men,handball,Men,Silver
Sydney,Australia,2000,Handball,Handball,"PETTERSSON, Johan",SWE,Sweden,Men,handball,Men,Silver
Sydney,Australia,2000,Handball,Handball,"SIVERTSSON, Thomas",SWE,Sweden,Men,handball,Men,Silver
Sydney,Australia,2000,Handball,Handball,"SVENSSON, Tomas",SWE,Sweden,Men,handball,Men,Silver
Sydney,Australia,2000,Handball,Handball,"THORSSON, Pierre",SWE,Sweden,Men,handball,Men,Silver
Sydney,Australia,2000,Handball,Handball,"VRANJES, Ljubomir",SWE,Sweden,Men,handball,Men,Silver
Sydney,Australia,2000,Handball,Handball,"WISLANDER, Magnus",SWE,Sweden,Men,handball,Men,Silver
Sydney,Australia,2000,Handball,Handball,"BJERKRHEIM, Susann Goksoer",NOR,Norway,Women,handball,Women,Bronze
Sydney,Australia,2000,Handball,Handball,"DUVHOLT, Kristine",NOR,Norway,Women,handball,Women,Bronze
Sydney,Australia,2000,Handball,Handball,"ERIKSEN, Ann",NOR,Norway,Women,handball,Women,Bronze
Sydney,Australia,2000,Handball,Handball,"GRINI, Kjersti",NOR,Norway,Women,handball,Women,Bronze
Sydney,Australia,2000,Handball,Handball,"HALTVIK, Trine",NOR,Norway,Women,handball,Women,Bronze
Sydney,Australia,2000,Handball,Handball,"HILMO, Elisabeth",NOR,Norway,Women,handball,Women,Bronze
Sydney,Australia,2000,Handball,Handball,"HUNDVIN, Mia",NOR,Norway,Women,handball,Women,Bronze
Sydney,Australia,2000,Handball,Handball,"LARSEN, Tonje",NOR,Norway,Women,handball,Women,Bronze
Sydney,Australia,2000,Handball,Handball,"LEGANGER, Cecilie",NOR,Norway,Women,handball,Women,Bronze
Sydney,Australia,2000,Handball,Handball,"NILSEN, Jeanette",NOR,Norway,Women,handball,Women,Bronze
Sydney,Australia,2000,Handball,Handball,"ROKNE, Marianne",NOR,Norway,Women,handball,Women,Bronze
Sydney,Australia,2000,Handball,Handball,"SAETTEM, Birgitte",NOR,Norway,Women,handball,Women,Bronze
Sydney,Australia,2000,Handball,Handball,"SANDVE, Monica",NOR,Norway,Women,handball,Women,Bronze
Sydney,Australia,2000,Handball,Handball,"SOERLIE, Else-Marthe",NOR,Norway,Women,handball,Women,Bronze
Sydney,Australia,2000,Handball,Handball,"TJUGUM, Heidi Maire",NOR,Norway,Women,handball,Women,Bronze
Sydney,Australia,2000,Handball,Handball,"ANDERSEN, Camilla",DEN,Denmark,Women,handball,Women,Gold
Sydney,Australia,2000,Handball,Handball,"BOTTZAU, Tina",DEN,Denmark,Women,handball,Women,Gold
Sydney,Australia,2000,Handball,Handball,"BRODSGAARD, Karen",DEN,Denmark,Women,handball,Women,Gold
Sydney,Australia,2000,Handball,Handball,"FRUELUND, Katrine",DEN,Denmark,Women,handball,Women,Gold
Sydney,Australia,2000,Handball,Handball,"GRONBEK, Maja",DEN,Denmark,Women,handball,Women,Gold
Sydney,Australia,2000,Handball,Handball,"HANSEN, Christina Roslyng",DEN,Denmark,Women,handball,Women,Gold
Sydney,Australia,2000,Handball,Handball,"HOFFMAN, Anette",DEN,Denmark,Women,handball,Women,Gold
Sydney,Australia,2000,Handball,Handball,"KIAERSKOU, Lotte",DEN,Denmark,Women,handball,Women,Gold
Sydney,Australia,2000,Handball,Handball,"KJAERGAARD, Tonje",DEN,Denmark,Women,handball,Women,Gold
Sydney,Australia,2000,Handball,Handball,"KOLLING, Janne",DEN,Denmark,Women,handball,Women,Gold
Sydney,Australia,2000,Handball,Handball,"MORTENSEN, Karin",DEN,Denmark,Women,handball,Women,Gold
Sydney,Australia,2000,Handball,Handball,"NIELSEN, Anja",DEN,Denmark,Women,handball,Women,Gold
Sydney,Australia,2000,Handball,Handball,"PETERSEN, Rikke",DEN,Denmark,Women,handball,Women,Gold
Sydney,Australia,2000,Handball,Handball,"RANTALA, Lene",DEN,Denmark,Women,handball,Women,Gold
Sydney,Australia,2000,Handball,Handball,"VESTERGAARD LARSEN, Mette",DEN,Denmark,Women,handball,Women,Gold
Sydney,Australia,2000,Handball,Handball,"BALOGH, Beatrix",HUN,Hungary,Women,handball,Women,Silver
Sydney,Australia,2000,Handball,Handball,"DELI, Rita",HUN,Hungary,Women,handball,Women,Silver
Sydney,Australia,2000,Handball,Handball,"FARKAS, Agnes",HUN,Hungary,Women,handball,Women,Silver
Sydney,Australia,2000,Handball,Handball,"FARKAS, Andrea",HUN,Hungary,Women,handball,Women,Silver
Sydney,Australia,2000,Handball,Handball,"KANTOR, Aniko",HUN,Hungary,Women,handball,Women,Silver
Sydney,Australia,2000,Handball,Handball,"KOKENY, Beatrix",HUN,Hungary,Women,handball,Women,Silver
Sydney,Australia,2000,Handball,Handball,"KULCSAR, Anita",HUN,Hungary,Women,handball,Women,Silver
Sydney,Australia,2000,Handball,Handball,"LOWY, Dora",HUN,Hungary,Women,handball,Women,Silver
Sydney,Australia,2000,Handball,Handball,"NAGY, Aniko",HUN,Hungary,Women,handball,Women,Silver
Sydney,Australia,2000,Handball,Handball,"PADAR, Ildiko",HUN,Hungary,Women,handball,Women,Silver
Sydney,Australia,2000,Handball,Handball,"PALINGER, Katalin",HUN,Hungary,Women,handball,Women,Silver
Sydney,Australia,2000,Handball,Handball,"PIGNICZKI, Krisztina",HUN,Hungary,Women,handball,Women,Silver
Sydney,Australia,2000,Handball,Handball,"RADULOVICS, Bojana",HUN,Hungary,Women,handball,Women,Silver
Sydney,Australia,2000,Handball,Handball,"SITI, Beata",HUN,Hungary,Women,handball,Women,Silver
Sydney,Australia,2000,Handball,Handball,"ZSEMBERY, Tamasne",HUN,Hungary,Women,handball,Women,Silver
Sydney,Australia,2000,Hockey,Hockey,"BRENNAN, Michael",AUS,Australia,Men,hockey,Men,Bronze
Sydney,Australia,2000,Hockey,Hockey,"COMMENS, Adam",AUS,Australia,Men,hockey,Men,Bronze
Sydney,Australia,2000,Hockey,Hockey,"DAVIES, Stephen",AUS,Australia,Men,hockey,Men,Bronze
Sydney,Australia,2000,Hockey,Hockey,"DILETTI, Damon",AUS,Australia,Men,hockey,Men,Bronze
Sydney,Australia,2000,Hockey,Hockey,"DREHER, Lachlan",AUS,Australia,Men,hockey,Men,Bronze
Sydney,Australia,2000,Hockey,Hockey,"DUFF, Jason",AUS,Australia,Men,hockey,Men,Bronze
Sydney,Australia,2000,Hockey,Hockey,"ELDER, Troy",AUS,Australia,Men,hockey,Men,Bronze
Sydney,Australia,2000,Hockey,Hockey,"ELMER, James",AUS,Australia,Men,hockey,Men,Bronze
Sydney,Australia,2000,Hockey,Hockey,"GAUDOIN, Paul",AUS,Australia,Men,hockey,Men,Bronze
Sydney,Australia,2000,Hockey,Hockey,"HOLT, Stephen",AUS,Australia,Men,hockey,Men,Bronze
Sydney,Australia,2000,Hockey,Hockey,"LIVERMORE, Brent",AUS,Australia,Men,hockey,Men,Bronze
Sydney,Australia,2000,Hockey,Hockey,"SPROULE, Daniel",AUS,Australia,Men,hockey,Men,Bronze
Sydney,Australia,2000,Hockey,Hockey,"STACEY, Jay Jason",AUS,Australia,Men,hockey,Men,Bronze
Sydney,Australia,2000,Hockey,Hockey,"VICTORY, Craig",AUS,Australia,Men,hockey,Men,Bronze
Sydney,Australia,2000,Hockey,Hockey,"WELLS, Matthew",AUS,Australia,Men,hockey,Men,Bronze
Sydney,Australia,2000,Hockey,Hockey,"YORK, Michael",AUS,Australia,Men,hockey,Men,Bronze
Sydney,Australia,2000,Hockey,Hockey,"BRINKMAN, Jacques",NED,Netherlands,Men,hockey,Men,Gold
Sydney,Australia,2000,Hockey,Hockey,"BUMA, Jaap Derk",NED,Netherlands,Men,hockey,Men,Gold
Sydney,Australia,2000,Hockey,Hockey,"DE NOOIJER, Teun",NED,Netherlands,Men,hockey,Men,Gold
Sydney,Australia,2000,Hockey,Hockey,"DELMEE, Jeroen",NED,Netherlands,Men,hockey,Men,Gold
Sydney,Australia,2000,Hockey,Hockey,"EIKELBOOM, Marten",NED,Netherlands,Men,hockey,Men,Gold
Sydney,Australia,2000,Hockey,Hockey,"GEERIS, Piet-Hein",NED,Netherlands,Men,hockey,Men,Gold
Sydney,Australia,2000,Hockey,Hockey,"JANSEN, Franciscus Ronaldus Maria",NED,Netherlands,Men,hockey,Men,Gold
Sydney,Australia,2000,Hockey,Hockey,"JAZET, Erik",NED,Netherlands,Men,hockey,Men,Gold
Sydney,Australia,2000,Hockey,Hockey,"LOMANS, Bram",NED,Netherlands,Men,hockey,Men,Gold
Sydney,Australia,2000,Hockey,Hockey,"VAN DER WEIDE, Sander",NED,Netherlands,Men,hockey,Men,Gold
Sydney,Australia,2000,Hockey,Hockey,"VAN PELT, Wouter",NED,Netherlands,Men,hockey,Men,Gold
Sydney,Australia,2000,Hockey,Hockey,"VAN WEEL, Diederik",NED,Netherlands,Men,hockey,Men,Gold
Sydney,Australia,2000,Hockey,Hockey,"VAN WIJK, Remco",NED,Netherlands,Men,hockey,Men,Gold
Sydney,Australia,2000,Hockey,Hockey,"VEEN, Stephan",NED,Netherlands,Men,hockey,Men,Gold
Sydney,Australia,2000,Hockey,Hockey,"VOGELS, Guus",NED,Netherlands,Men,hockey,Men,Gold
Sydney,Australia,2000,Hockey,Hockey,"WIND, Peter",NED,Netherlands,Men,hockey,Men,Gold
Sydney,Australia,2000,Hockey,Hockey,"HAN, Hyung-Bae",KOR,"Korea, South",Men,hockey,Men,Silver
Sydney,Australia,2000,Hockey,Hockey,"HWANG, Jong-Hyun",KOR,"Korea, South",Men,hockey,Men,Silver
Sydney,Australia,2000,Hockey,Hockey,"JEON, Hong-Kwon",KOR,"Korea, South",Men,hockey,Men,Silver
Sydney,Australia,2000,Hockey,Hockey,"JEON, Jong-Ha",KOR,"Korea, South",Men,hockey,Men,Silver
Sydney,Australia,2000,Hockey,Hockey,"JI, Seong-Hwan",KOR,"Korea, South",Men,hockey,Men,Silver
Sydney,Australia,2000,Hockey,Hockey,"KANG, Keon-Wook",KOR,"Korea, South",Men,hockey,Men,Silver
Sydney,Australia,2000,Hockey,Hockey,"KIM, Chel-Hwan",KOR,"Korea, South",Men,hockey,Men,Silver
Sydney,Australia,2000,Hockey,Hockey,"KIM, Jung-Chul",KOR,"Korea, South",Men,hockey,Men,Silver
Sydney,Australia,2000,Hockey,Hockey,"KIM, Kyung Seok",KOR,"Korea, South",Men,hockey,Men,Silver
Sydney,Australia,2000,Hockey,Hockey,"KIM, Yong-Bae",KOR,"Korea, South",Men,hockey,Men,Silver
Sydney,Australia,2000,Hockey,Hockey,"KIM, Yoon",KOR,"Korea, South",Men,hockey,Men,Silver
Sydney,Australia,2000,Hockey,Hockey,"LIM, Jong-Chun",KOR,"Korea, South",Men,hockey,Men,Silver
Sydney,Australia,2000,Hockey,Hockey,"LIM, Jung-Woo",KOR,"Korea, South",Men,hockey,Men,Silver
Sydney,Australia,2000,Hockey,Hockey,"SEO, Jong-Ho",KOR,"Korea, South",Men,hockey,Men,Silver
Sydney,Australia,2000,Hockey,Hockey,"SONG, Seung-Tae",KOR,"Korea, South",Men,hockey,Men,Silver
Sydney,Australia,2000,Hockey,Hockey,"YEO, Woon-Kon",KOR,"Korea, South",Men,hockey,Men,Silver
Sydney,Australia,2000,Hockey,Hockey,"BOOIJ, Minke",NED,Netherlands,Women,hockey,Women,Bronze
Sydney,Australia,2000,Hockey,Hockey,"BOOMGAARDT, Ageeth",NED,Netherlands,Women,hockey,Women,Bronze
Sydney,Australia,2000,Hockey,Hockey,"DEITERS, Julie",NED,Netherlands,Women,hockey,Women,Bronze
Sydney,Australia,2000,Hockey,Hockey,"DONNERS, Wilhelmina",NED,Netherlands,Women,hockey,Women,Bronze
Sydney,Australia,2000,Hockey,Hockey,"MOREIRA DE MELO, Fatima",NED,Netherlands,Women,hockey,Women,Bronze
Sydney,Australia,2000,Hockey,Hockey,"SINNIGE, Clarinda",NED,Netherlands,Women,hockey,Women,Bronze
Sydney,Australia,2000,Hockey,Hockey,"SMABERS, Hanneke",NED,Netherlands,Women,hockey,Women,Bronze
Sydney,Australia,2000,Hockey,Hockey,"SMABERS, Minke",NED,Netherlands,Women,hockey,Women,Bronze
Sydney,Australia,2000,Hockey,Hockey,"TEEUWEN, Josepha",NED,Netherlands,Women,hockey,Women,Bronze
Sydney,Australia,2000,Hockey,Hockey,"THATE, Carole",NED,Netherlands,Women,hockey,Women,Bronze
Sydney,Australia,2000,Hockey,Hockey,"TOUW, Daphne",NED,Netherlands,Women,hockey,Women,Bronze
Sydney,Australia,2000,Hockey,Hockey,"VAN DE KIEFT, Fleur",NED,Netherlands,Women,hockey,Women,Bronze
Sydney,Australia,2000,Hockey,Hockey,"VAN DEN BOOGAARD, Dillianne",NED,Netherlands,Women,hockey,Women,Bronze
Sydney,Australia,2000,Hockey,Hockey,"VAN DER VAART, Macha",NED,Netherlands,Women,hockey,Women,Bronze
Sydney,Australia,2000,Hockey,Hockey,"VAN DER WIELEN, Suzan",NED,Netherlands,Women,hockey,Women,Bronze
Sydney,Australia,2000,Hockey,Hockey,"VEENSTRA, Myrna",NED,Netherlands,Women,hockey,Women,Bronze
Sydney,Australia,2000,Hockey,Hockey,"ALLEN, Katie",AUS,Australia,Women,hockey,Women,Gold
Sydney,Australia,2000,Hockey,Hockey,"ANNAN, Alyson",AUS,Australia,Women,hockey,Women,Gold
Sydney,Australia,2000,Hockey,Hockey,"CARRUTHERS, Lisa",AUS,Australia,Women,hockey,Women,Gold
Sydney,Australia,2000,Hockey,Hockey,"FARRELL, Renita",AUS,Australia,Women,hockey,Women,Gold
Sydney,Australia,2000,Hockey,Hockey,"HASLAM, Juliet",AUS,Australia,Women,hockey,Women,Gold
Sydney,Australia,2000,Hockey,Hockey,"HAWKES, Rechelle",AUS,Australia,Women,hockey,Women,Gold
Sydney,Australia,2000,Hockey,Hockey,"HUDSON, Nicole",AUS,Australia,Women,hockey,Women,Gold
Sydney,Australia,2000,Hockey,Hockey,"IMISON, Rachel",AUS,Australia,Women,hockey,Women,Gold
Sydney,Australia,2000,Hockey,Hockey,"MAITLAND, Clover",AUS,Australia,Women,hockey,Women,Gold
Sydney,Australia,2000,Hockey,Hockey,"MITCHELL-TAVERNER, Claire",AUS,Australia,Women,hockey,Women,Gold
Sydney,Australia,2000,Hockey,Hockey,"MORRIS, Jenny",AUS,Australia,Women,hockey,Women,Gold
Sydney,Australia,2000,Hockey,Hockey,"PEEK, Alison Louise",AUS,Australia,Women,hockey,Women,Gold
Sydney,Australia,2000,Hockey,Hockey,"POWELL, Katrina",AUS,Australia,Women,hockey,Women,Gold
Sydney,Australia,2000,Hockey,Hockey,"SKIRVING, Angie",AUS,Australia,Women,hockey,Women,Gold
Sydney,Australia,2000,Hockey,Hockey,"STARRE, Katie",AUS,Australia,Women,hockey,Women,Gold
Sydney,Australia,2000,Hockey,Hockey,"TOWERS, Julie",AUS,Australia,Women,hockey,Women,Gold
Sydney,Australia,2000,Hockey,Hockey,"AICEGA, Magdalena",ARG,Argentina,Women,hockey,Women,Silver
Sydney,Australia,2000,Hockey,Hockey,"ANTONISKA, Mariela",ARG,Argentina,Women,hockey,Women,Silver
Sydney,Australia,2000,Hockey,Hockey,"ARRONDO, Ines",ARG,Argentina,Women,hockey,Women,Silver
Sydney,Australia,2000,Hockey,Hockey,"AYMAR, Luciana",ARG,Argentina,Women,hockey,Women,Silver
Sydney,Australia,2000,Hockey,Hockey,"FERRARI, Maria Paz",ARG,Argentina,Women,hockey,Women,Silver
Sydney,Australia,2000,Hockey,Hockey,"GAMBERO, Ana",ARG,Argentina,Women,hockey,Women,Silver
Sydney,Australia,2000,Hockey,Hockey,"GARCIA, Agustina",ARG,Argentina,Women,hockey,Women,Silver
Sydney,Australia,2000,Hockey,Hockey,"HERNANDEZ, Maria de la Paz",ARG,Argentina,Women,hockey,Women,Silver
Sydney,Australia,2000,Hockey,Hockey,"MAIZTEGUI, Laura",ARG,Argentina,Women,hockey,Women,Silver
Sydney,Australia,2000,Hockey,Hockey,"MARGALOT, Mercedes",ARG,Argentina,Women,hockey,Women,Silver
Sydney,Australia,2000,Hockey,Hockey,"MASOTTA, Paula Karina",ARG,Argentina,Women,hockey,Women,Silver
Sydney,Australia,2000,Hockey,Hockey,"ONETO, Vanina Paula",ARG,Argentina,Women,hockey,Women,Silver
Sydney,Australia,2000,Hockey,Hockey,"RIMOLDI PUIG, Jorgelina",ARG,Argentina,Women,hockey,Women,Silver
Sydney,Australia,2000,Hockey,Hockey,"ROGNONI, Maria Cecilia",ARG,Argentina,Women,hockey,Women,Silver
Sydney,Australia,2000,Hockey,Hockey,"STEPNIK, Ayelen Iara",ARG,Argentina,Women,hockey,Women,Silver
Sydney,Australia,2000,Hockey,Hockey,"VUKOJICIC, Paola",ARG,Argentina,Women,hockey,Women,Silver
Sydney,Australia,2000,Judo,Judo,"GRADANTE, Anna-Maria",GER,Germany,Women,- 48kg (extra-lightweight),Women,Bronze
Sydney,Australia,2000,Judo,Judo,"SIMONS, Ann",BEL,Belgium,Women,- 48kg (extra-lightweight),Women,Bronze
Sydney,Australia,2000,Judo,Judo,"TANI, Ryoko",JPN,Japan,Women,- 48kg (extra-lightweight),Women,Gold
Sydney,Australia,2000,Judo,Judo,"BROULETOVA, Lioubov",RUS,Russia,Women,- 48kg (extra-lightweight),Women,Silver
Sydney,Australia,2000,Judo,Judo,"POULOT RAMOS, Manolo",CUB,Cuba,Men,- 60 kg,Men,Bronze
Sydney,Australia,2000,Judo,Judo,"SMAGULOV, Aidyn",KGZ,Kyrgyzstan,Men,- 60 kg,Men,Bronze
Sydney,Australia,2000,Judo,Judo,"NOMURA, Tadahiro",JPN,Japan,Men,- 60 kg,Men,Gold
Sydney,Australia,2000,Judo,Judo,"JUNG, Bu-Kyung",KOR,"Korea, South",Men,- 60 kg,Men,Silver
Sydney,Australia,2000,Judo,Judo,"PERTELSON, Indrek",EST,Estonia,Men,+ 100kg (heavyweight),Men,Bronze
Sydney,Australia,2000,Judo,Judo,"TMENOV, Tamerlan",RUS,Russia,Men,+ 100kg (heavyweight),Men,Bronze
Sydney,Australia,2000,Judo,Judo,"DOUILLET, David",FRA,France,Men,+ 100kg (heavyweight),Men,Gold
Sydney,Australia,2000,Judo,Judo,"SHINOHARA, Shinichi",JPN,Japan,Men,+ 100kg (heavyweight),Men,Silver
Sydney,Australia,2000,Judo,Judo,"KIM, Seon-Young",KOR,"Korea, South",Women,+ 78kg (heavyweight),Women,Bronze
Sydney,Australia,2000,Judo,Judo,"YAMASHITA, Mayumi",JPN,Japan,Women,+ 78kg (heavyweight),Women,Bronze
Sydney,Australia,2000,Judo,Judo,"YUAN, Hua",CHN,China,Women,+ 78kg (heavyweight),Women,Gold
Sydney,Australia,2000,Judo,Judo,"BELTRAN, Daima Mayelis",CUB,Cuba,Women,+ 78kg (heavyweight),Women,Silver
Sydney,Australia,2000,Judo,Judo,"KYE, Sun Hui",PRK,"Korea, North",Women,48 - 52kg (half-lightweight),Women,Bronze
Sydney,Australia,2000,Judo,Judo,"LIU, Yuxiang",CHN,China,Women,48 - 52kg (half-lightweight),Women,Bronze
Sydney,Australia,2000,Judo,Judo,"VERDECIA, Legna",CUB,Cuba,Women,48 - 52kg (half-lightweight),Women,Gold
Sydney,Australia,2000,Judo,Judo,"NARAZAKI, Noriko",JPN,Japan,Women,48 - 52kg (half-lightweight),Women,Silver
Sydney,Australia,2000,Judo,Judo,"KUSAKABE, Kie",JPN,Japan,Women,52 - 57kg (lightweight),Women,Bronze
Sydney,Australia,2000,Judo,Judo,"PEKLI, Maria",AUS,Australia,Women,52 - 57kg (lightweight),Women,Bronze
Sydney,Australia,2000,Judo,Judo,"FERNANDEZ, Isabel",ESP,Spain,Women,52 - 57kg (lightweight),Women,Gold
Sydney,Australia,2000,Judo,Judo,"GONZALEZ, Driulys",CUB,Cuba,Women,52 - 57kg (lightweight),Women,Silver
Sydney,Australia,2000,Judo,Judo,"JUNG, Sung-Sook",KOR,"Korea, South",Women,57 - 63kg (half-middleweight),Women,Bronze
Sydney,Australia,2000,Judo,Judo,"VANDECAVEYE, Gella",BEL,Belgium,Women,57 - 63kg (half-middleweight),Women,Bronze
Sydney,Australia,2000,Judo,Judo,"VANDENHENDE, Severine",FRA,France,Women,57 - 63kg (half-middleweight),Women,Gold
Sydney,Australia,2000,Judo,Judo,"LI, Shufang",CHN,China,Women,57 - 63kg (half-middleweight),Women,Silver
Sydney,Australia,2000,Judo,Judo,"GIOVINAZZO, Girolamo",ITA,Italy,Men,60 - 66kg (half-lightweight),Men,Bronze
Sydney,Australia,2000,Judo,Judo,"VAZAGASHVILI, Giorgi",GEO,Georgia,Men,60 - 66kg (half-lightweight),Men,Bronze
Sydney,Australia,2000,Judo,Judo,"OZKAN, Huseyin",TUR,Turkey,Men,60 - 66kg (half-lightweight),Men,Gold
Sydney,Australia,2000,Judo,Judo,"BENBOUDAOUD, Larbi",FRA,France,Men,60 - 66kg (half-lightweight),Men,Silver
Sydney,Australia,2000,Judo,Judo,"CHO, Min-Sun",KOR,"Korea, South",Women,63 - 70kg (middleweight),Women,Bronze
Sydney,Australia,2000,Judo,Judo,"SCAPIN, Ylenia",ITA,Italy,Women,63 - 70kg (middleweight),Women,Bronze
Sydney,Australia,2000,Judo,Judo,"VERANES, Sibelis",CUB,Cuba,Women,63 - 70kg (middleweight),Women,Gold
Sydney,Australia,2000,Judo,Judo,"HOWEY, Kate",GBR,United Kingdom,Women,63 - 70kg (middleweight),Women,Silver
Sydney,Australia,2000,Judo,Judo,"LARYUKOV, Anatoly",BLR,Belarus,Men,66 - 73kg (lightweight),Men,Bronze
Sydney,Australia,2000,Judo,Judo,"ZELONIJS, Vsevolods",LAT,Latvia,Men,66 - 73kg (lightweight),Men,Bronze
Sydney,Australia,2000,Judo,Judo,"MADDALONI, Giuseppe",ITA,Italy,Men,66 - 73kg (lightweight),Men,Gold
Sydney,Australia,2000,Judo,Judo,"CAMILO, Tiago",BRA,Brazil,Men,66 - 73kg (lightweight),Men,Silver
Sydney,Australia,2000,Judo,Judo,"PIERANTOZZI, Emanuela",ITA,Italy,Women,70 - 78kg (half-heavyweight),Women,Bronze
Sydney,Australia,2000,Judo,Judo,"RICHTER, Simona Marcela",ROU,#N/D,Women,70 - 78kg (half-heavyweight),Women,Bronze
Sydney,Australia,2000,Judo,Judo,"TANG, Lin",CHN,China,Women,70 - 78kg (half-heavyweight),Women,Gold
Sydney,Australia,2000,Judo,Judo,"LEBRUN, Celine",FRA,France,Women,70 - 78kg (half-heavyweight),Women,Silver
Sydney,Australia,2000,Judo,Judo,"BUDOLIN, Aleksei",EST,Estonia,Men,73 - 81kg (half-middleweight),Men,Bronze
Sydney,Australia,2000,Judo,Judo,"DELGADO, Nuno",POR,Portugal,Men,73 - 81kg (half-middleweight),Men,Bronze
Sydney,Australia,2000,Judo,Judo,"TAKIMOTO, Makoto",JPN,Japan,Men,73 - 81kg (half-middleweight),Men,Gold
Sydney,Australia,2000,Judo,Judo,"CHO, In-Chul",KOR,"Korea, South",Men,73 - 81kg (half-middleweight),Men,Silver
Sydney,Australia,2000,Judo,Judo,"DEMONTFAUCON, Frederic",FRA,France,Men,81 - 90kg (middleweight),Men,Bronze
Sydney,Australia,2000,Judo,Judo,"MASHURENKO, Ruslan",UKR,Ukraine,Men,81 - 90kg (middleweight),Men,Bronze
Sydney,Australia,2000,Judo,Judo,"HUIZINGA, Mark",NED,Netherlands,Men,81 - 90kg (middleweight),Men,Gold
Sydney,Australia,2000,Judo,Judo,"HONORATO, Carlos",BRA,Brazil,Men,81 - 90kg (middleweight),Men,Silver
Sydney,Australia,2000,Judo,Judo,"STEPKINE, Iouri",RUS,Russia,Men,90 - 100kg (half-heavyweight),Men,Bronze
Sydney,Australia,2000,Judo,Judo,"TRAINEAU, Stephane",FRA,France,Men,90 - 100kg (half-heavyweight),Men,Bronze
Sydney,Australia,2000,Judo,Judo,"INOUE, Kosei",JPN,Japan,Men,90 - 100kg (half-heavyweight),Men,Gold
Sydney,Australia,2000,Judo,Judo,"GILL, Nicolas",CAN,Canada,Men,90 - 100kg (half-heavyweight),Men,Silver
Sydney,Australia,2000,Modern Pentathlon,Modern Pentath.,"DOVGAL, Pavel",BLR,Belarus,Men,Individual competition,Men,Bronze
Sydney,Australia,2000,Modern Pentathlon,Modern Pentath.,"SVATKOVSKIY, Dmitri",RUS,Russia,Men,Individual competition,Men,Gold
Sydney,Australia,2000,Modern Pentathlon,Modern Pentath.,"BALOGH, Gabor",HUN,Hungary,Men,Individual competition,Men,Silver
Sydney,Australia,2000,Modern Pentathlon,Modern Pentath.,"ALLENBY, Kate",GBR,United Kingdom,Women,Individual competition,Women,Bronze
Sydney,Australia,2000,Modern Pentathlon,Modern Pentath.,"COOK, Stephanie",GBR,United Kingdom,Women,Individual competition,Women,Gold
Sydney,Australia,2000,Modern Pentathlon,Modern Pentath.,"DE RIEL, Emily",USA,United States,Women,Individual competition,Women,Silver
Sydney,Australia,2000,Rowing,Rowing,"LONG, Matthew",AUS,Australia,Men,coxless pair (2-),Men,Bronze
Sydney,Australia,2000,Rowing,Rowing,"TOMKINS, James",AUS,Australia,Men,coxless pair (2-),Men,Bronze
Sydney,Australia,2000,Rowing,Rowing,"ANDRIEUX, Michel",FRA,France,Men,coxless pair (2-),Men,Gold
Sydney,Australia,2000,Rowing,Rowing,"ROLLAND, Jean Christophe",FRA,France,Men,coxless pair (2-),Men,Gold
Sydney,Australia,2000,Rowing,Rowing,"BEA, Sebastian",USA,United States,Men,coxless pair (2-),Men,Silver
Sydney,Australia,2000,Rowing,Rowing,"MURPHY, Edward",USA,United States,Men,coxless pair (2-),Men,Silver
Sydney,Australia,2000,Rowing,Rowing,"CALABRESE, Giovanni",ITA,Italy,Men,double sculls (2x),Men,Bronze
Sydney,Australia,2000,Rowing,Rowing,"SARTORI, Nicola",ITA,Italy,Men,double sculls (2x),Men,Bronze
Sydney,Australia,2000,Rowing,Rowing,"COP, Iztok",SLO,Slovenia,Men,double sculls (2x),Men,Gold
Sydney,Australia,2000,Rowing,Rowing,"SPIK, Luka",SLO,Slovenia,Men,double sculls (2x),Men,Gold
Sydney,Australia,2000,Rowing,Rowing,"BEKKEN, Fredrik",NOR,Norway,Men,double sculls (2x),Men,Silver
Sydney,Australia,2000,Rowing,Rowing,"TUFTE, Olaf",NOR,Norway,Men,double sculls (2x),Men,Silver
Sydney,Australia,2000,Rowing,Rowing,"POPLAVSKAJA, Kristina",LTU,Lithuania,Women,double sculls (2x),Women,Bronze
Sydney,Australia,2000,Rowing,Rowing,"SAKICKIENE, Birute",LTU,Lithuania,Women,double sculls (2x),Women,Bronze
Sydney,Australia,2000,Rowing,Rowing,"BORON, Kathrin",GER,Germany,Women,double sculls (2x),Women,Gold
Sydney,Australia,2000,Rowing,Rowing,"THIEME, Jana",GER,Germany,Women,double sculls (2x),Women,Gold
Sydney,Australia,2000,Rowing,Rowing,"VAN DISHOECK, Pieta",NED,Netherlands,Women,double sculls (2x),Women,Silver
Sydney,Australia,2000,Rowing,Rowing,"VAN NES, Eeke",NED,Netherlands,Women,double sculls (2x),Women,Silver
Sydney,Australia,2000,Rowing,Rowing,"BORASKA, Igor",CRO,Croatia,Men,eight with coxswain (8+),Men,Bronze
Sydney,Australia,2000,Rowing,Rowing,"CULJAK, Kresimir",CRO,Croatia,Men,eight with coxswain (8+),Men,Bronze
Sydney,Australia,2000,Rowing,Rowing,"FRANCETIC, Igor",CRO,Croatia,Men,eight with coxswain (8+),Men,Bronze
